word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruction.started,text_2.started,text_2.stopped,instruction.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
BLUE,red,I,r,4,0,1,r,1,1.1766284,None,1,0,4,2,9.2123664,,,,,,9.2016842,9.2123664,9.7125322,9.7125322,9.7125322,10.8968217,r,1,1.1766284,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,5,1,1,b,1,1.0303537,None,1,1,5,1,10.9125814,,,,,,10.9012766,10.9125814,11.4124803,11.4124803,11.4124803,12.4463109,b,1,1.0303537,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,9,1,2,r,1,1.2343905,None,2,1,9,2,16.295876,,,,,,16.2842271,16.295876,16.7790842,16.7790842,16.7790842,18.0296567,r,1,1.2343905,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,11,3,2,b,1,0.7237014,None,2,3,11,1,19.1791137,,,,,,19.1683807,19.1791137,19.6625262,19.6625262,19.6625262,20.3964446,b,1,0.7237014,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,12,0,3,b,1,0.7180212,None,3,0,12,1,20.4122962,,,,,,20.3973826,20.4122962,20.8958036,20.8958036,20.8958036,21.6297152,b,1,0.7180212,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,13,1,3,r,1,0.7785779,None,3,1,13,2,21.6457898,,,,,,21.6345522,21.6457898,22.1290699,22.1290699,22.1290699,22.9131378,r,1,0.7785779,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,18,2,4,r,1,0.7657806,None,4,2,18,2,27.8625127,,,,,,27.8514895,27.8625127,28.3625014,28.3625014,28.3625014,29.129877,r,1,0.7657806,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,19,3,4,b,1,0.8522238,None,4,3,19,1,29.1459285,,,,,,29.1350298,29.1459285,29.6457703,29.6457703,29.6457703,30.5132039,b,1,0.8522238,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,20,0,5,r,1,0.9457578,None,5,0,20,2,30.5291972,,,,,,30.5180001,30.5291972,31.0124243,31.0124243,31.0124243,31.9630563,r,1,0.9457578,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,23,3,5,b,1,0.5549554,None,5,3,23,1,34.5961589,,,,,,34.5844118,34.5961589,35.0790981,35.0790981,35.0790981,35.6467262,b,1,0.5549554,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,24,0,6,r,1,0.7689804,None,6,0,24,2,35.6624012,,,,,,35.6521602,35.6624012,36.1630233,36.1630233,36.1630233,36.9467982,r,1,0.7689804,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,26,2,6,b,1,1.671406,None,6,2,26,1,38.0624807,,,,,,38.0516597,38.0624807,38.545853,38.545853,38.545853,40.2297226,b,1,1.671406,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,28,0,7,b,1,0.9756419,None,7,0,28,1,41.8290881,,,,,,41.8139205,41.8290881,42.3125227,42.3125227,42.3125227,43.2965852,b,1,0.9756419,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,29,1,7,r,1,0.7322002,None,7,1,29,2,43.3125086,,,,,,43.3011743,43.3125086,43.812503,43.812503,43.812503,44.5460789,r,1,0.7322002,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,32,0,8,b,1,0.526841,None,8,0,32,1,48.0125433,,,,,,47.9973089,48.0125433,48.495851,48.495851,48.495851,49.0298208,b,1,0.526841,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,34,2,8,b,0,0.7136549,None,8,2,34,2,50.4124987,,,,,,50.4014584,50.4124987,50.9264704,50.9264704,50.9264704,51.646353,b,0,0.7136549,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
RED,blue,I,b,37,1,9,b,1,1.4654537,None,9,1,37,1,53.479197,,,,,,53.4679528,53.479197,53.9626507,53.9626507,53.9626507,55.4296483,b,1,1.4654537,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
BLUE,red,I,r,38,2,9,r,1,1.5570324,None,9,2,38,2,55.4459597,,,,,,55.434203,55.4459597,55.9291052,55.9291052,55.9291052,57.4964911,r,1,1.5570324,None,,,,,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8799134,58.8961738,59.8959698,59.8795987,1,1,2025-08-18_23h28.43.330,exp 0.1 trial stroop task,,2025.1.1,60.1680011,2025-08-18 23h28.51.180130 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,magnitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,cong rt,0.819343035,819.343035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,incong rt,1.048529375,1048.529375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroop eff,0.22918634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,t test ,0.015323203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
