word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruction.started,text_2.started,text_2.stopped,instruction.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
RED,blue,I,b,4,0,1,b,1,0.3538537,None,1,0,4,1,5.024085,,,,,,5.012438,5.024085,5.5070462,5.5070462,5.5070462,5.8747522,b,1,0.3538537,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,5,1,1,r,1,0.4927225,None,1,1,5,2,5.8906008,,,,,,5.8796559,5.8906008,6.3905141,6.3905141,6.3905141,6.8911891,r,1,0.4927225,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,10,2,2,b,1,0.7903555,None,2,2,10,1,10.6237252,,,,,,10.6088162,10.6237252,11.1072308,11.1072308,11.1072308,11.9076516,b,1,0.7903555,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,11,3,2,r,1,0.5876513,None,2,3,11,2,11.9237469,,,,,,11.9128737,11.9237469,12.4071911,12.4071911,12.4071911,13.0078809,r,1,0.5876513,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,12,0,3,b,1,1.4386878,None,3,0,12,1,13.0237587,,,,,,13.0137379,13.0237587,13.5071631,13.5071631,13.5071631,14.9578458,b,1,1.4386878,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,13,1,3,r,1,1.4817887,None,3,1,13,2,14.9735773,,,,,,14.9626997,14.9735773,15.4571198,15.4571198,15.4571198,16.9408726,r,1,1.4817887,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,16,0,4,b,1,0.4150374,None,4,0,16,1,19.0404957,,,,,,19.0295921,19.0404957,19.5238429,19.5238429,19.5238429,19.9406922,b,1,0.4150374,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,18,2,4,r,1,0.3080489,None,4,2,18,2,20.9404178,,,,,,20.925982,20.9404178,21.440542,21.440542,21.440542,21.7579513,r,1,0.3080489,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,20,0,5,r,1,0.3740758,None,5,0,20,2,22.6069836,,,,,,22.5961577,22.6069836,23.1070837,23.1070837,23.1070837,23.4909539,r,1,0.3740758,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,22,2,5,b,1,0.420047,None,5,2,22,1,24.3572508,,,,,,24.3420981,24.3572508,24.8404387,24.8404387,24.8404387,25.2745175,b,1,0.420047,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,25,1,6,r,1,0.4347078,None,6,1,25,2,26.9738888,,,,,,26.9624898,26.9738888,27.4572324,27.4572324,27.4572324,27.9076171,r,1,0.4347078,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,26,2,6,b,1,0.4212141,None,6,2,26,1,27.9235302,,,,,,27.9129044,27.9235302,28.4072173,28.4072173,28.4072173,28.8411608,b,1,0.4212141,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,28,0,7,b,1,0.3297681,None,7,0,28,1,29.7071958,,,,,,29.6967856,29.7071958,30.2072566,30.2072566,30.2072566,30.5412157,b,1,0.3297681,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,30,2,7,r,1,0.3270791,None,7,2,30,2,31.4899829,,,,,,31.4792014,31.4899829,31.9737444,31.9737444,31.9737444,32.3071783,r,1,0.3270791,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,32,0,8,r,1,0.45232,None,8,0,32,2,33.173331,,,,,,33.1575826,33.173331,33.6567177,33.6567177,33.6567177,34.1236563,r,1,0.45232,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,34,2,8,b,1,0.4392916,None,8,2,34,1,35.0236656,,,,,,35.0094248,35.0236656,35.5238724,35.5238724,35.5238724,35.9747236,b,1,0.4392916,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
RED,blue,I,b,36,0,9,b,1,0.3254725,None,9,0,36,1,36.890486,,,,,,36.8791518,36.890486,37.3738919,37.3738919,37.3738919,37.7080444,b,1,0.3254725,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
BLUE,red,I,r,38,2,9,r,1,0.2961584,None,9,2,38,2,38.5572373,,,,,,38.5473126,38.5572373,39.0404907,39.0404907,39.0404907,39.341058,r,1,0.2961584,None,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
,,,,,,,,,,,,,,,,,0.0028483,0.0079103,1.0253493,0.9909861,,,,,,,,,,,,,,,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1913727,40.2070016,41.2071891,41.1908929,4,1,2025-08-26_16h34.09.457,exp 0.1 trial stroop task,,2025.1.1,59.96095341,2025-08-26 16h34.15.604539 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,magnitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Cong rt,0.38787293,387.87293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,incong rt,0.5454613,545.4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,stroop eff,0.15758837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,t test,0.029701968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
