word,colour,stimulus_condition,correct_response,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instruction.started,text_2.started,text_2.stopped,instruction.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thank_you.started,text_3.started,text_3.stopped,thank_you.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
RED,red,C,r,37,1,9,r,1,0.6449719,None,9,1,37,0,41.0976322,,,,,,41.0868927,41.0976322,41.581293,41.581293,41.581293,42.2317005,r,1,0.6449719,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,0,0,0,b,1,1.495668,None,0,0,0,1,1.0332303,,,,,,1.0283069,1.0332303,1.5141206,1.5141206,1.5141206,3.0214721,b,1,1.495668,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,3,3,0,r,1,0.3898184,None,0,3,3,2,5.4477231,,,,,,5.4363049,5.4477231,5.9474905,5.9474905,5.9474905,6.3483165,r,1,0.3898184,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,6,2,1,b,1,0.4112964,None,1,2,6,1,8.0643471,,,,,,8.0491274,8.0643471,8.5477064,8.5477064,8.5477064,8.9651655,b,1,0.4112964,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,7,3,1,r,1,0.5026475,None,1,3,7,2,8.9811696,,,,,,8.9695476,8.9811696,9.4808012,9.4808012,9.4808012,9.9982523,r,1,0.5026475,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,9,1,2,b,1,0.3992978,None,2,1,9,1,11.0307232,,,,,,11.0160421,11.0307232,11.5143394,11.5143394,11.5143394,11.9151591,b,1,0.3992978,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,11,3,2,r,1,0.3240426,None,2,3,11,2,12.9638161,,,,,,12.9494108,12.9638161,13.4477685,13.4477685,13.4477685,13.780839,r,1,0.3240426,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,12,0,3,b,1,0.7160785,None,3,0,12,1,13.7974101,,,,,,13.7844555,13.7974101,14.2808793,14.2808793,14.2808793,14.9985532,b,1,0.7160785,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,13,1,3,r,1,0.3753403,None,3,1,13,2,15.0140636,,,,,,15.0033843,15.0140636,15.5141135,15.5141135,15.5141135,15.8985383,r,1,0.3753403,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,16,0,4,b,1,0.6122273,None,4,0,16,1,19.1976909,,,,,,19.1862243,19.1976909,19.6807671,19.6807671,19.6807671,20.2986296,b,1,0.6122273,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,19,3,4,r,1,0.4771272,None,4,3,19,2,22.2142327,,,,,,22.1993657,22.2142327,22.6977541,22.6977541,22.6977541,23.1812084,r,1,0.4771272,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,20,0,5,r,1,0.5400411,None,5,0,20,2,23.1973454,,,,,,23.1820484,23.1973454,23.6809243,23.6809243,23.6809243,24.2316862,r,1,0.5400411,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,23,3,5,b,1,0.6492193,None,5,3,23,1,26.0644317,,,,,,26.0497554,26.0644317,26.5474787,26.5474787,26.5474787,27.1984485,b,1,0.6492193,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,24,0,6,r,1,0.4981923,None,6,0,24,2,27.2142585,,,,,,27.2031767,27.2142585,27.6974772,27.6974772,27.6974772,28.1984245,r,1,0.4981923,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,25,1,6,b,1,0.5767283,None,6,1,25,1,28.2145245,,,,,,28.202678,28.2145245,28.6976485,28.6976485,28.6976485,29.2818041,b,1,0.5767283,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,29,1,7,r,1,0.2926878,None,7,1,29,2,32.2141982,,,,,,32.1994163,32.2141982,32.7140013,32.7140013,32.7140013,33.0149189,r,1,0.2926878,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,31,3,7,b,1,0.4752123,None,7,3,31,1,33.8977611,,,,,,33.8825619,33.8977611,34.3809774,34.3809774,34.3809774,34.8653582,b,1,0.4752123,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,34,2,8,b,0,0.4094159,None,8,2,34,2,36.8808119,,,,,,36.8699004,36.8808119,37.3644364,37.3644364,37.3644364,37.7817139,b,0,0.4094159,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,35,3,8,b,1,1.4573597,None,8,3,35,1,37.8941957,,,,,,37.8902197,37.8941957,38.2975791,38.2975791,38.2975791,39.7651267,b,1,1.4573597,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
RED,blue,I,b,38,2,9,b,1,0.4970924,None,9,2,38,1,42.2475243,,,,,,42.232664,42.2475243,42.7310108,42.7310108,42.7310108,43.2313771,b,1,0.4970924,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
BLUE,red,I,r,39,3,9,r,1,0.7587054,None,9,3,39,2,43.2473547,,,,,,43.2357957,43.2473547,43.7311997,43.7311997,43.7311997,44.4983127,r,1,0.7587054,None,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
,,,,,,,,,,,,,,,,,0.0026138,0.0070206,1.0332303,0.9979344,,,,,,,,,,,,,,,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4985263,44.5144613,45.51426,45.4980512,3,1,2025-08-26_16h27.17.866,exp 0.1 trial stroop task,,2025.1.1,59.97983478,2025-08-26 16h27.24.380188 +0530
,,,,,,,,magnitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cong rt,0.55735639,557.35639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,incong rt,0.592909925,592.909925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,stroop eff,0.035553535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,t test,0.732729676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
